m,t,n,k,ebno_db,ber,ber_uncoded,cwer,codewords,avg_enc_us,avg_dec_us
4,1,15,11,0,0.102372,0.0774704,0.434783,230,0.0173913,0.0217391
4,1,15,11,1,0.083531,0.0400527,0.33913,345,0.171014,0.165217
4,1,15,11,2,0.0585624,0.0327696,0.25814,430,0.262791,0.109302
4,1,15,11,3,0.0297667,0.0237904,0.134008,791,0.0935525,0.0809102
4,1,15,11,4,0.0147231,0.0145478,0.0642674,1556,0.0372751,0.031491
4,1,15,11,5,0.00290135,0.006794,0.0134309,7520,0.00757979,0.00837766
4,1,15,11,6,0.000823949,0.00237087,0.00444286,22508,0.00986316,0.00595344
4,1,15,11,7,0.000173984,0.000669001,0.000800762,124881,0.00582154,0.00484461
4,1,15,11,8,3.83481e-05,0.000149937,0.000190013,526280,0.0294672,0.0179752
4,1,15,11,9,1.46725e-06,3.17569e-05,7.36975e-06,13568982,0.0290168,0.018823
4,1,15,11,10,1.11674e-07,3.95846e-06,5.96317e-07,167696021,0.0325047,0.0169143
4,1,15,11,11,5.11364e-09,2.54659e-07,1.875e-08,266666666,0.0339126,0.0161598
4,1,15,11,12,0,1.43182e-08,0,266666666,0.0343554,0.0159708
