m,t,n,k,ebno_db,ber,ber_uncoded,cwer,codewords,avg_enc_us,avg_dec_us
7,63,127,1,0,0.156682,0.0660522,0.156682,651,0.239631,88.9094
7,63,127,1,1,0.130542,0.0578818,0.130542,812,0.158867,95.5616
7,63,127,1,2,0.116129,0.0462366,0.116129,930,0.144086,94.4591
7,63,127,1,3,0.0644133,0.00318878,0.0644133,1568,0.14477,97.9343
7,63,127,1,4,0.0340227,0.00433622,0.0340227,2998,0.123082,99.2115
7,63,127,1,5,0.032041,0.00448574,0.032041,3121,0.11695,97.7574
7,63,127,1,6,0.0224521,0.00242131,0.0224521,4543,0.102135,97.9346
7,63,127,1,7,0.00911245,0.00255149,0.00911245,10974,0.130581,100.504
7,63,127,1,8,0.003779,0.000718011,0.003779,26462,0.372837,107.312
7,63,127,1,9,0.000450641,6.30898e-05,0.000450641,221906,0.59221,115.027
7,63,127,1,10,0.000113544,0,0.000113544,880716,0.601424,114.324
7,63,127,1,11,2.50763e-05,0,2.50763e-05,3987824,0.611084,110.28
7,63,127,1,12,3.37036e-06,0,3.37036e-06,29670455,0.141104,94.6807
