m,t,n,k,ebno_db,ber,ber_uncoded,cwer,codewords,avg_enc_us,avg_dec_us
4,7,15,1,0,0.138122,0.0828729,0.138122,724,0.0110497,0.598066
4,7,15,1,1,0.0874891,0.0262467,0.0874891,1143,0.0428696,1.33071
4,7,15,1,2,0.0597729,0.028691,0.0597729,1673,0.0268978,1.23551
4,7,15,1,3,0.0507099,0.0294118,0.0507099,1972,0.0344828,1.16988
4,7,15,1,4,0.028658,0.00909341,0.028658,3629,0.016809,1.11656
4,7,15,1,5,0.0233393,0.00314183,0.0233393,4456,0.0175045,1.06553
4,7,15,1,6,0.0140014,0.00329444,0.0140014,7285,0.0118051,0.928346
4,7,15,1,7,0.0048546,0.00150493,0.0048546,20599,0.00791301,0.825526
4,7,15,1,8,0.0021433,0.000985919,0.0021433,46657,0.00540112,0.751077
4,7,15,1,9,0.000714766,0.000443155,0.000714766,139906,0.00581104,0.704459
4,7,15,1,10,0.000139796,0,0.000139796,715327,0.0161954,0.745268
4,7,15,1,11,2.28608e-05,0,2.28608e-05,4374292,0.0126466,0.814017
4,7,15,1,12,3.64191e-06,0,3.64191e-06,27458113,0.0177584,0.75153
